sec,luminance,rms_contrast,motion,edges,cuts,saturation
869,0.04587,0.04814,0.00150,0.05745,0.00000,0.25420
870,0.04677,0.04943,0.00521,0.05774,0.00000,0.25386
871,0.05115,0.05413,0.01585,0.10417,0.00000,0.40921
872,0.05083,0.05280,0.00856,0.10907,0.00000,0.44174
873,0.05358,0.05499,0.00936,0.11620,0.00000,0.45167
874,0.05216,0.05417,0.01059,0.11214,0.00000,0.45781
875,0.04830,0.05185,0.00571,0.10064,0.00000,0.47253
876,0.04850,0.05203,0.00434,0.10172,0.00000,0.47556
877,0.04996,0.05374,0.00477,0.10557,0.00000,0.46455
878,0.05208,0.05411,0.00561,0.10803,0.00000,0.46660
879,0.05139,0.05435,0.00359,0.10629,0.00000,0.47958
880,0.05142,0.05649,0.00500,0.10896,0.00000,0.48736
881,0.04659,0.05189,0.00304,0.09912,0.00000,0.49909
882,0.04721,0.05298,0.00252,0.10104,0.00000,0.49635
883,0.04686,0.05326,0.00242,0.10049,0.00000,0.48666
884,0.04738,0.05351,0.00237,0.10032,0.00000,0.47183
885,0.04777,0.05397,0.00153,0.10112,0.00000,0.46665
886,0.04875,0.05403,0.00207,0.10338,0.00000,0.45837
887,0.04899,0.05406,0.00147,0.10426,0.00000,0.45222
888,0.04587,0.05115,0.00237,0.10002,0.00000,0.45005
889,0.03014,0.03505,0.00326,0.06802,0.00000,0.44055
890,0.01339,0.01531,0.00293,0.02820,0.00000,0.30125
891,0.00405,0.00041,0.00045,0.00065,0.00000,0.00540
892,0.00392,0.00000,0.00000,0.00000,0.00000,0.00000
893,0.00392,0.00000,0.00000,0.00000,0.00000,0.00000
894,0.02766,0.03157,0.01220,0.03760,0.00000,0.06433
895,0.07523,0.09831,0.00303,0.12784,0.00000,0.19191
896,0.07522,0.10049,0.00195,0.13613,0.00000,0.19320
897,0.07535,0.10059,0.00144,0.13690,0.00000,0.19267
898,0.07514,0.10005,0.00200,0.13489,0.00000,0.18961
899,0.07494,0.10260,0.01481,0.12972,0.00000,0.16716
900,0.07258,0.11111,0.00475,0.10938,0.00000,0.11263
901,0.07128,0.11043,0.00275,0.10692,0.00000,0.10455
902,0.08297,0.12306,0.01071,0.11965,0.00000,0.12590
903,0.08129,0.11875,0.00687,0.11636,0.00000,0.12929
904,0.07279,0.10772,0.00399,0.10946,0.00000,0.12273
905,0.07000,0.10665,0.00269,0.11666,0.00000,0.11730
906,0.07206,0.11214,0.00272,0.13582,0.00000,0.11573
907,0.07720,0.11844,0.00691,0.13907,0.00000,0.12299
908,0.08100,0.11904,0.00527,0.14282,0.00000,0.13223
909,0.08569,0.11995,0.01149,0.14834,0.00000,0.13854
910,0.09003,0.12325,0.01277,0.15634,0.00000,0.14170
911,0.08608,0.12117,0.01037,0.15004,0.00000,0.14573
912,0.09788,0.12637,0.01762,0.15843,0.00000,0.16171
913,0.09142,0.12235,0.03038,0.15446,0.00000,0.20032
914,0.08425,0.12169,0.03018,0.14320,0.00000,0.19024
915,0.07751,0.11564,0.00692,0.12697,0.00000,0.17386
916,0.07796,0.11534,0.00437,0.13026,0.00000,0.17181
917,0.07760,0.11485,0.00261,0.13233,0.00000,0.16999
918,0.08639,0.12784,0.01856,0.14677,0.00000,0.14750
919,0.09641,0.14301,0.01017,0.16341,0.00000,0.12095
920,0.08832,0.13756,0.01566,0.14783,0.00000,0.12317
921,0.07158,0.11562,0.00257,0.12315,0.00000,0.14376
922,0.07216,0.11623,0.00242,0.12583,0.00000,0.14458
923,0.07266,0.11643,0.00211,0.12536,0.00000,0.14798
924,0.07476,0.11717,0.00612,0.12637,0.00000,0.15476
925,0.07879,0.11516,0.01381,0.13845,0.00000,0.17197
926,0.07903,0.11712,0.00776,0.13887,0.00000,0.17156
927,0.08246,0.12444,0.01738,0.14486,0.00000,0.14855
928,0.09014,0.13431,0.00412,0.15784,0.00000,0.12656
929,0.08496,0.12432,0.00759,0.15034,0.00000,0.12658
930,0.08596,0.12436,0.00670,0.15497,0.00000,0.12925
931,0.07846,0.11074,0.01493,0.15689,0.00000,0.13575
932,0.44234,0.34233,0.08641,0.25249,0.00000,0.17174
933,0.35590,0.32272,0.03386,0.26081,0.00000,0.23884
934,0.27406,0.28336,0.03245,0.25626,0.00000,0.29405
935,0.20807,0.23195,0.02416,0.23526,0.00000,0.33001
936,0.16250,0.17452,0.01990,0.22753,0.00000,0.35429
937,0.15050,0.15036,0.00503,0.21903,0.00000,0.36131
938,0.13741,0.14738,0.03167,0.21530,0.00000,0.33375
939,0.11984,0.13253,0.02277,0.19068,0.00000,0.33037
940,0.11479,0.13036,0.02782,0.17074,0.00000,0.33639
941,0.12841,0.15228,0.03613,0.18504,0.00000,0.32882
942,0.11459,0.13797,0.04124,0.14234,0.00000,0.34602
943,0.11902,0.14329,0.02590,0.15129,0.00000,0.35481
944,0.10814,0.13388,0.02575,0.13682,0.00000,0.35352
945,0.12262,0.14178,0.02473,0.16382,0.00000,0.33416
946,0.13214,0.15338,0.02288,0.17158,0.00000,0.33578
947,0.14222,0.16024,0.02302,0.17526,0.00000,0.34113
948,0.14557,0.16838,0.04061,0.17875,0.00000,0.33686
949,0.15332,0.17095,0.04063,0.22628,0.00000,0.32063
950,0.15756,0.17569,0.05326,0.20317,0.00000,0.33902
951,0.10619,0.13378,0.00636,0.12667,0.00000,0.42440
952,0.13638,0.16177,0.03227,0.17523,0.00000,0.38229
953,0.16412,0.17848,0.01984,0.23021,0.00000,0.33397
954,0.15975,0.19199,0.03009,0.19465,0.00000,0.30546
955,0.16108,0.19359,0.02911,0.19650,0.00000,0.30574
956,0.16589,0.18546,0.01560,0.23622,0.00000,0.32840
957,0.15739,0.17394,0.03223,0.21634,1.00000,0.34350
958,0.10092,0.11542,0.00143,0.11860,0.00000,0.43952
959,0.09997,0.11216,0.00217,0.11655,0.00000,0.43984
960,0.13953,0.14293,0.01834,0.14374,1.00000,0.39479
961,0.14874,0.14525,0.01069,0.15012,0.00000,0.38147
962,0.12579,0.13249,0.02392,0.13539,0.00000,0.40178
963,0.10897,0.13007,0.00396,0.12362,0.00000,0.41961
964,0.11501,0.13890,0.02721,0.13469,0.00000,0.40696
965,0.16023,0.18366,0.01354,0.17925,0.00000,0.30978
966,0.17064,0.18928,0.01932,0.19088,0.00000,0.29554
967,0.16527,0.16419,0.03875,0.20278,0.00000,0.39551
968,0.19197,0.21595,0.04193,0.23223,0.00000,0.37089
969,0.21646,0.24903,0.04656,0.25323,0.00000,0.33467
970,0.19013,0.20127,0.02822,0.25412,0.00000,0.34365
971,0.24497,0.27095,0.03746,0.29643,0.00000,0.31466
972,0.15017,0.17868,0.03855,0.20528,0.00000,0.34093
973,0.14546,0.17320,0.00938,0.19859,0.00000,0.34295
974,0.15006,0.17689,0.01137,0.20724,0.00000,0.33794
975,0.13991,0.15965,0.03506,0.20434,0.00000,0.34322
976,0.15934,0.17249,0.03340,0.20948,0.00000,0.32222
977,0.16491,0.18429,0.03177,0.20375,0.00000,0.31576
978,0.17002,0.19206,0.03818,0.19276,0.00000,0.31746
979,0.11719,0.13585,0.01634,0.14466,0.00000,0.35500
980,0.10370,0.11529,0.01765,0.12013,1.00000,0.42903
981,0.10242,0.11375,0.01621,0.11897,0.00000,0.43892
982,0.10173,0.11308,0.02390,0.11850,0.00000,0.44024
983,0.08808,0.08362,0.02942,0.08440,0.00000,0.46574
984,0.10067,0.12717,0.01474,0.08576,1.00000,0.41688
985,0.12530,0.17171,0.01623,0.13358,0.00000,0.37219
986,0.18348,0.20068,0.04332,0.19237,0.00000,0.33091
987,0.30401,0.26075,0.00324,0.31109,0.00000,0.25589
988,0.30422,0.26103,0.00333,0.30701,0.00000,0.25361
989,0.24333,0.22746,0.04305,0.24071,0.00000,0.28528
990,0.11915,0.16054,0.00777,0.10807,0.00000,0.35001
991,0.14049,0.19053,0.03992,0.13816,0.00000,0.31120
992,0.13678,0.17842,0.05527,0.12731,0.00000,0.31813
993,0.12638,0.16656,0.06355,0.10035,0.00000,0.37075
994,0.14880,0.15761,0.05434,0.15096,0.00000,0.35386
995,0.22575,0.23304,0.00392,0.27721,0.00000,0.33656
996,0.22811,0.23525,0.00202,0.27351,0.00000,0.33818
997,0.11698,0.11851,0.03906,0.13642,0.00000,0.16933
998,0.09115,0.10738,0.01937,0.07172,0.00000,0.20939
999,0.15352,0.18430,0.00845,0.12070,0.00000,0.25895
1000,0.19929,0.23345,0.00644,0.15294,0.00000,0.26853
1001,0.23461,0.26660,0.00491,0.17447,0.00000,0.26510
1002,0.25859,0.28597,0.00366,0.18752,0.00000,0.26265
1003,0.27346,0.29713,0.00211,0.19569,0.00000,0.26117
1004,0.27850,0.30081,0.00175,0.19729,0.00000,0.26026
1005,0.27587,0.29970,0.00508,0.19889,0.00000,0.25747
1006,0.28204,0.30505,0.00712,0.19040,0.00000,0.25883
1007,0.29072,0.30884,0.00038,0.18642,0.00000,0.26188
